cod_ibge,municipio,ano,populacao
2312106,Santana do Cariri - CE,2021,17726
2312106,Santana do Cariri - CE,2024,17388
2312205,Santa Quitéria - CE,2014,43359
2312205,Santa Quitéria - CE,2015,43359
2312205,Santa Quitéria - CE,2016,43359
2312205,Santa Quitéria - CE,2017,43360
2312205,Santa Quitéria - CE,2018,43695
2312205,Santa Quitéria - CE,2019,43703
2312205,Santa Quitéria - CE,2020,43711
2312205,Santa Quitéria - CE,2021,43719
2312205,Santa Quitéria - CE,2024,41647
2312304,São Benedito - CE,2014,45917
2312304,São Benedito - CE,2015,46171
2312304,São Benedito - CE,2016,46414
2312304,São Benedito - CE,2017,46648
2312304,São Benedito - CE,2018,46949
2312304,São Benedito - CE,2019,47903
2312304,São Benedito - CE,2020,48131
2312304,São Benedito - CE,2021,48354
2312304,São Benedito - CE,2024,49829
2312403,São Gonçalo do Amarante - CE,2014,46783
2312403,São Gonçalo do Amarante - CE,2015,47297
2312403,São Gonçalo do Amarante - CE,2016,47791
2312403,São Gonçalo do Amarante - CE,2017,48265
2312403,São Gonçalo do Amarante - CE,2018,48516
2312403,São Gonçalo do Amarante - CE,2019,48422
2312403,São Gonçalo do Amarante - CE,2020,48869
2312403,São Gonçalo do Amarante - CE,2021,49306
2312403,São Gonçalo do Amarante - CE,2024,57499
2312502,São João do Jaguaribe - CE,2014,7774
2312502,São João do Jaguaribe - CE,2015,7721
2312502,São João do Jaguaribe - CE,2016,7670
2312502,São João do Jaguaribe - CE,2017,7621
2312502,São João do Jaguaribe - CE,2018,7691
2312502,São João do Jaguaribe - CE,2019,7645
2312502,São João do Jaguaribe - CE,2020,7601
2312502,São João do Jaguaribe - CE,2021,7557
2312502,São João do Jaguaribe - CE,2024,5792
2312601,São Luís do Curu - CE,2014,12713
2312601,São Luís do Curu - CE,2015,12760
2312601,São Luís do Curu - CE,2016,12805
2312601,São Luís do Curu - CE,2017,12849
2312601,São Luís do Curu - CE,2018,12938
2312601,São Luís do Curu - CE,2019,13000
2312601,São Luís do Curu - CE,2020,13044
2312601,São Luís do Curu - CE,2021,13086
2312601,São Luís do Curu - CE,2024,10962
2312700,Senador Pompeu - CE,2014,26600
2312700,Senador Pompeu - CE,2015,26547
2312700,Senador Pompeu - CE,2016,26496
2312700,Senador Pompeu - CE,2017,26447
2312700,Senador Pompeu - CE,2018,26664
2312700,Senador Pompeu - CE,2019,25496
2312700,Senador Pompeu - CE,2020,25456
2312700,Senador Pompeu - CE,2021,25418
2312700,Senador Pompeu - CE,2024,25143
2312809,Senador Sá - CE,2014,7290
2312809,Senador Sá - CE,2015,7367
2312809,Senador Sá - CE,2016,7442
2312809,Senador Sá - CE,2017,7513
2312809,Senador Sá - CE,2018,7553
2312809,Senador Sá - CE,2019,7623
2312809,Senador Sá - CE,2020,7691
2312809,Senador Sá - CE,2021,7758
2312809,Senador Sá - CE,2024,7519
2312908,Sobral - CE,2014,199750
2312908,Sobral - CE,2015,201756
2312908,Sobral - CE,2016,203682
2312908,Sobral - CE,2017,205529
2312908,Sobral - CE,2018,206644
2312908,Sobral - CE,2019,208935
2312908,Sobral - CE,2020,210711
2312908,Sobral - CE,2021,212437
2312908,Sobral - CE,2024,215286
2313005,Solonópole - CE,2014,18060
2313005,Solonópole - CE,2015,18094
2313005,Solonópole - CE,2016,18127
2313005,Solonópole - CE,2017,18158
2313005,Solonópole - CE,2018,18291
2313005,Solonópole - CE,2019,18324
2313005,Solonópole - CE,2020,18357
2313005,Solonópole - CE,2021,18389
2313005,Solonópole - CE,2024,18736
2313104,Tabuleiro do Norte - CE,2014,30143
2313104,Tabuleiro do Norte - CE,2015,30263
2313104,Tabuleiro do Norte - CE,2016,30378
2313104,Tabuleiro do Norte - CE,2017,30489
2313104,Tabuleiro do Norte - CE,2018,30695
2313104,Tabuleiro do Norte - CE,2019,30697
2313104,Tabuleiro do Norte - CE,2020,30807
2313104,Tabuleiro do Norte - CE,2021,32079
2313104,Tabuleiro do Norte - CE,2024,32044
2313203,Tamboril - CE,2014,25635
2313203,Tamboril - CE,2015,25597
2313203,Tamboril - CE,2016,25560
2313203,Tamboril - CE,2017,25525
2313203,Tamboril - CE,2018,25731
2313203,Tamboril - CE,2019,26251
2313203,Tamboril - CE,2020,26225
2313203,Tamboril - CE,2021,26199
2313203,Tamboril - CE,2024,25331
2313252,Tarrafas - CE,2014,8923
2313252,Tarrafas - CE,2015,8899
2313252,Tarrafas - CE,2016,8875
2313252,Tarrafas - CE,2017,8852
2313252,Tarrafas - CE,2018,8926
2313252,Tarrafas - CE,2019,8592
2313252,Tarrafas - CE,2020,8573
2313252,Tarrafas - CE,2021,8555
2313252,Tarrafas - CE,2024,7626
2313302,Tauá - CE,2014,57478
2313302,Tauá - CE,2015,57701
2313302,Tauá - CE,2016,57914
2313302,Tauá - CE,2017,58119
2313302,Tauá - CE,2018,58517
2313302,Tauá - CE,2019,58859
2313302,Tauá - CE,2020,59062
2313302,Tauá - CE,2021,59259
2313302,Tauá - CE,2024,64255
2313351,Tejuçuoca - CE,2014,18301
2313351,Tejuçuoca - CE,2015,18510
2313351,Tejuçuoca - CE,2016,18709
2313351,Tejuçuoca - CE,2017,18902
2313351,Tejuçuoca - CE,2018,18998
2313351,Tejuçuoca - CE,2019,19187
2313351,Tejuçuoca - CE,2020,19371
2313351,Tejuçuoca - CE,2021,19551
2313351,Tejuçuoca - CE,2024,17626
2313401,Tianguá - CE,2014,72803
2313401,Tianguá - CE,2015,73468
2313401,Tianguá - CE,2016,74107
2313401,Tianguá - CE,2017,74719
2313401,Tianguá - CE,2018,75140
2313401,Tianguá - CE,2019,75946
2313401,Tianguá - CE,2020,76537
2313401,Tianguá - CE,2021,77111
2313401,Tianguá - CE,2024,86137
2313500,Trairi - CE,2014,53998
2313500,Trairi - CE,2015,54418
2313500,Trairi - CE,2016,54820
2313500,Trairi - CE,2017,55207
2313500,Trairi - CE,2018,55535
2313500,Trairi - CE,2019,55918
2313500,Trairi - CE,2020,56291
2313500,Trairi - CE,2021,56653
2313500,Trairi - CE,2024,61516
2313559,Tururu - CE,2014,15413
2313559,Tururu - CE,2015,15594
2313559,Tururu - CE,2016,15768
2313559,Tururu - CE,2017,15935
2313559,Tururu - CE,2018,16015
2313559,Tururu - CE,2019,16271
2313559,Tururu - CE,2020,16431
2313559,Tururu - CE,2021,16588
2313559,Tururu - CE,2024,15457
2313609,Ubajara - CE,2014,33505
2313609,Ubajara - CE,2015,33792
2313609,Ubajara - CE,2016,34068
2313609,Ubajara - CE,2017,34332
2313609,Ubajara - CE,2018,34530
2313609,Ubajara - CE,2019,34792
2313609,Ubajara - CE,2020,35047
2313609,Ubajara - CE,2021,35295
2313609,Ubajara - CE,2024,34312
2313708,Umari - CE,2014,7662
2313708,Umari - CE,2015,7665
2313708,Umari - CE,2016,7668
2313708,Umari - CE,2017,7671
2313708,Umari - CE,2018,7729
2313708,Umari - CE,2019,7733
2313708,Umari - CE,2020,7736
2313708,Umari - CE,2021,7740
2313708,Umari - CE,2024,6993
2313757,Umirim - CE,2014,19437
2313757,Umirim - CE,2015,19521
2313757,Umirim - CE,2016,19602
2313757,Umirim - CE,2017,19679
2313757,Umirim - CE,2018,19811
2313757,Umirim - CE,2019,19825
2313757,Umirim - CE,2020,19903
2313757,Umirim - CE,2021,19976
2313757,Umirim - CE,2024,17804
2313807,Uruburetama - CE,2014,20991
2313807,Uruburetama - CE,2015,21206
2313807,Uruburetama - CE,2016,21411
2313807,Uruburetama - CE,2017,21609
2313807,Uruburetama - CE,2018,21725
2313807,Uruburetama - CE,2019,21850
2313807,Uruburetama - CE,2020,22040
2313807,Uruburetama - CE,2021,22223
2313807,Uruburetama - CE,2024,21279
2313906,Uruoca - CE,2014,13435
2313906,Uruoca - CE,2015,13519
2313906,Uruoca - CE,2016,13600
2313906,Uruoca - CE,2017,13677
2313906,Uruoca - CE,2018,13763
2313906,Uruoca - CE,2019,13840
2313906,Uruoca - CE,2020,13915
2313906,Uruoca - CE,2021,13988
2313906,Uruoca - CE,2024,14243
2313955,Varjota - CE,2014,18081
2313955,Varjota - CE,2015,18136
2313955,Varjota - CE,2016,18188
2313955,Varjota - CE,2017,18239
2313955,Varjota - CE,2018,18368
2313955,Varjota - CE,2019,18420
2313955,Varjota - CE,2020,18471
2313955,Varjota - CE,2021,18520
2313955,Varjota - CE,2024,18660
2314003,Várzea Alegre - CE,2014,39861
2314003,Várzea Alegre - CE,2015,40062
2314003,Várzea Alegre - CE,2016,40255
2314003,Várzea Alegre - CE,2017,40440
2314003,Várzea Alegre - CE,2018,40704
2314003,Várzea Alegre - CE,2019,40721
2314003,Várzea Alegre - CE,2020,40903
2314003,Várzea Alegre - CE,2021,41078
2314003,Várzea Alegre - CE,2024,40771
2314102,Viçosa do Ceará - CE,2014,58332
2314102,Viçosa do Ceará - CE,2015,58922
2314102,Viçosa do Ceará - CE,2016,59487
2314102,Viçosa do Ceará - CE,2017,60030
2314102,Viçosa do Ceará - CE,2018,60355
2314102,Viçosa do Ceará - CE,2019,60889
2314102,Viçosa do Ceará - CE,2020,61410
2314102,Viçosa do Ceará - CE,2021,61916
2314102,Viçosa do Ceará - CE,2024,62609
