cod_ibge,municipio,ano,obitos
2310209,Paracuru - CE,2018,208
2310209,Paracuru - CE,2019,230
2310258,Paraipaba - CE,2017,167
2310258,Paraipaba - CE,2018,166
2310258,Paraipaba - CE,2019,154
2310308,Parambu - CE,2017,244
2310308,Parambu - CE,2018,193
2310308,Parambu - CE,2019,212
2310407,Paramoti - CE,2017,71
2310407,Paramoti - CE,2018,64
2310407,Paramoti - CE,2019,69
2310506,Pedra Branca - CE,2017,286
2310506,Pedra Branca - CE,2018,311
2310506,Pedra Branca - CE,2019,290
2310605,Penaforte - CE,2017,61
2310605,Penaforte - CE,2018,55
2310605,Penaforte - CE,2019,62
2310704,Pentecoste - CE,2017,208
2310704,Pentecoste - CE,2018,231
2310704,Pentecoste - CE,2019,202
2310803,Pereiro - CE,2017,116
2310803,Pereiro - CE,2018,108
2310803,Pereiro - CE,2019,110
2310852,Pindoretama - CE,2017,139
2310852,Pindoretama - CE,2018,148
2310852,Pindoretama - CE,2019,139
2310902,Piquet Carneiro - CE,2017,127
2310902,Piquet Carneiro - CE,2018,117
2310902,Piquet Carneiro - CE,2019,122
2310951,Pires Ferreira - CE,2017,51
2310951,Pires Ferreira - CE,2018,59
2310951,Pires Ferreira - CE,2019,70
2311009,Poranga - CE,2017,85
2311009,Poranga - CE,2018,94
2311009,Poranga - CE,2019,84
2311108,Porteiras - CE,2017,85
2311108,Porteiras - CE,2018,90
2311108,Porteiras - CE,2019,96
2311207,Potengi - CE,2017,48
2311207,Potengi - CE,2018,53
2311207,Potengi - CE,2019,51
2311231,Potiretama - CE,2017,33
2311231,Potiretama - CE,2018,40
2311231,Potiretama - CE,2019,33
2311264,Quiterianópolis - CE,2017,111
2311264,Quiterianópolis - CE,2018,143
2311264,Quiterianópolis - CE,2019,113
2311306,Quixadá - CE,2017,478
2311306,Quixadá - CE,2018,497
2311306,Quixadá - CE,2019,496
2311355,Quixelô - CE,2017,121
2311355,Quixelô - CE,2018,119
2311355,Quixelô - CE,2019,135
2311405,Quixeramobim - CE,2017,514
2311405,Quixeramobim - CE,2018,484
2311405,Quixeramobim - CE,2019,531
2311504,Quixeré - CE,2017,117
2311504,Quixeré - CE,2018,107
2311504,Quixeré - CE,2019,141
2311603,Redenção - CE,2017,238
2311603,Redenção - CE,2018,186
2311603,Redenção - CE,2019,184
2311702,Reriutaba - CE,2017,133
2311702,Reriutaba - CE,2018,142
2311702,Reriutaba - CE,2019,138
2311801,Russas - CE,2017,505
2311801,Russas - CE,2018,490
2311801,Russas - CE,2019,481
2311900,Saboeiro - CE,2017,115
2311900,Saboeiro - CE,2018,121
2311900,Saboeiro - CE,2019,122
2311959,Salitre - CE,2017,87
2311959,Salitre - CE,2018,94
2311959,Salitre - CE,2019,95
2312007,Santana do Acaraú - CE,2017,148
2312007,Santana do Acaraú - CE,2018,160
2312007,Santana do Acaraú - CE,2019,154
2312106,Santana do Cariri - CE,2017,104
2312106,Santana do Cariri - CE,2018,97
2312106,Santana do Cariri - CE,2019,103
2312205,Santa Quitéria - CE,2017,270
2312205,Santa Quitéria - CE,2018,275
2312205,Santa Quitéria - CE,2019,268
2312304,São Benedito - CE,2017,260
2312304,São Benedito - CE,2018,302
2312304,São Benedito - CE,2019,317
2312403,São Gonçalo do Amarante - CE,2017,289
2312403,São Gonçalo do Amarante - CE,2018,281
2312403,São Gonçalo do Amarante - CE,2019,329
2312502,São João do Jaguaribe - CE,2017,57
2312502,São João do Jaguaribe - CE,2018,56
2312502,São João do Jaguaribe - CE,2019,62
2312601,São Luís do Curu - CE,2017,59
2312601,São Luís do Curu - CE,2018,81
2312601,São Luís do Curu - CE,2019,71
2312700,Senador Pompeu - CE,2017,229
2312700,Senador Pompeu - CE,2018,220
2312700,Senador Pompeu - CE,2019,190
2312809,Senador Sá - CE,2017,31
2312809,Senador Sá - CE,2018,35
2312809,Senador Sá - CE,2019,40
2312908,Sobral - CE,2017,1192
2312908,Sobral - CE,2018,1217
2312908,Sobral - CE,2019,1147
2313005,Solonópole - CE,2017,151
2313005,Solonópole - CE,2018,118
2313005,Solonópole - CE,2019,156
2313104,Tabuleiro do Norte - CE,2017,231
2313104,Tabuleiro do Norte - CE,2018,226
2313104,Tabuleiro do Norte - CE,2019,229
2313203,Tamboril - CE,2017,169
2313203,Tamboril - CE,2018,203
2313203,Tamboril - CE,2019,186
2313252,Tarrafas - CE,2017,52
2313252,Tarrafas - CE,2018,41
2313252,Tarrafas - CE,2019,67
2313302,Tauá - CE,2017,391
2313302,Tauá - CE,2018,450
2313302,Tauá - CE,2019,417
2313351,Tejuçuoca - CE,2017,81
2313351,Tejuçuoca - CE,2018,82
2313351,Tejuçuoca - CE,2019,100
2313401,Tianguá - CE,2017,391
2313401,Tianguá - CE,2018,435
2313401,Tianguá - CE,2019,393
2313500,Trairi - CE,2017,247
2313500,Trairi - CE,2018,261
2313500,Trairi - CE,2019,299
2313559,Tururu - CE,2017,95
2313559,Tururu - CE,2018,82
2313559,Tururu - CE,2019,89
2313609,Ubajara - CE,2017,200
2313609,Ubajara - CE,2018,201
2313609,Ubajara - CE,2019,222
2313708,Umari - CE,2017,43
2313708,Umari - CE,2018,60
2313708,Umari - CE,2019,52
2313757,Umirim - CE,2017,90
2313757,Umirim - CE,2018,109
2313757,Umirim - CE,2019,123
2313807,Uruburetama - CE,2017,108
2313807,Uruburetama - CE,2018,127
2313807,Uruburetama - CE,2019,132
2313906,Uruoca - CE,2017,78
2313906,Uruoca - CE,2018,82
2313906,Uruoca - CE,2019,71
2313955,Varjota - CE,2017,104
2313955,Varjota - CE,2018,119
2313955,Varjota - CE,2019,124
2314003,Várzea Alegre - CE,2017,261
2314003,Várzea Alegre - CE,2018,265
2314003,Várzea Alegre - CE,2019,256
2314102,Viçosa do Ceará - CE,2017,354
2314102,Viçosa do Ceará - CE,2018,319
2314102,Viçosa do Ceará - CE,2019,324
2300101,Abaiara - CE,2023,36
2300101,Abaiara - CE,2024,59
2300150,Acarape - CE,2023,86
2300150,Acarape - CE,2024,96
2300200,Acaraú - CE,2023,390
2300200,Acaraú - CE,2024,395
2300309,Acopiara - CE,2023,382
2300309,Acopiara - CE,2024,416
2300408,Aiuaba - CE,2023,80
2300408,Aiuaba - CE,2024,104
2300507,Alcântaras - CE,2023,78
2300507,Alcântaras - CE,2024,75
2300606,Altaneira - CE,2023,63
2300606,Altaneira - CE,2024,69
2300705,Alto Santo - CE,2023,116
2300705,Alto Santo - CE,2024,116
2300754,Amontada - CE,2023,256
2300754,Amontada - CE,2024,265
2300804,Antonina do Norte - CE,2023,56
2300804,Antonina do Norte - CE,2024,39
2300903,Apuiarés - CE,2023,80
2300903,Apuiarés - CE,2024,91
2301000,Aquiraz - CE,2023,480
2301000,Aquiraz - CE,2024,545
2301109,Aracati - CE,2023,469
2301109,Aracati - CE,2024,499
2301208,Aracoiaba - CE,2023,175
2301208,Aracoiaba - CE,2024,197
2301257,Ararendá - CE,2023,91
2301257,Ararendá - CE,2024,76
2301307,Araripe - CE,2023,131
2301307,Araripe - CE,2024,151
2301406,Aratuba - CE,2023,87
2301406,Aratuba - CE,2024,86
2301505,Arneiroz - CE,2023,48
2301505,Arneiroz - CE,2024,59
2301604,Assaré - CE,2023,178
2301604,Assaré - CE,2024,153
2301703,Aurora - CE,2023,199
2301703,Aurora - CE,2024,175
2301802,Baixio - CE,2023,43
2301802,Baixio - CE,2024,37
2301851,Banabuiú - CE,2023,100
2301851,Banabuiú - CE,2024,112
2301901,Barbalha - CE,2023,467
2301901,Barbalha - CE,2024,477
2301950,Barreira - CE,2023,160
2301950,Barreira - CE,2024,130
2302008,Barro - CE,2023,158
2302008,Barro - CE,2024,185
2302057,Barroquinha - CE,2023,128
2302057,Barroquinha - CE,2024,89
2302107,Baturité - CE,2023,203
2302107,Baturité - CE,2024,250
2302206,Beberibe - CE,2023,347
2302206,Beberibe - CE,2024,354
2302305,Bela Cruz - CE,2023,182
2302305,Bela Cruz - CE,2024,186
2302404,Boa Viagem - CE,2023,388
2302404,Boa Viagem - CE,2024,379
2302503,Brejo Santo - CE,2023,311
2302503,Brejo Santo - CE,2024,293
2302602,Camocim - CE,2023,397
2302602,Camocim - CE,2024,419
2302701,Campos Sales - CE,2023,187
2302701,Campos Sales - CE,2024,203
2302800,Canindé - CE,2023,509
2302800,Canindé - CE,2024,563
2302909,Capistrano - CE,2023,131
2302909,Capistrano - CE,2024,114
2303006,Caridade - CE,2023,118
2303006,Caridade - CE,2024,137
2303105,Cariré - CE,2023,139
2303105,Cariré - CE,2024,147
2303204,Caririaçu - CE,2023,201
2303204,Caririaçu - CE,2024,189
2303303,Cariús - CE,2023,145
2303303,Cariús - CE,2024,157
2303402,Carnaubal - CE,2023,125
2303402,Carnaubal - CE,2024,112
2303501,Cascavel - CE,2023,477
2303501,Cascavel - CE,2024,483
2303600,Catarina - CE,2023,97
2303600,Catarina - CE,2024,100
2303659,Catunda - CE,2023,73
2303659,Catunda - CE,2024,74
2303709,Caucaia - CE,2023,1926
2303709,Caucaia - CE,2024,2160
2303808,Cedro - CE,2023,222
2303808,Cedro - CE,2024,202
2303907,Chaval - CE,2023,97
2303907,Chaval - CE,2024,88
2303931,Choró - CE,2023,63
2303931,Choró - CE,2024,72
2303956,Chorozinho - CE,2023,104
2303956,Chorozinho - CE,2024,130
2304004,Coreaú - CE,2023,133
2304004,Coreaú - CE,2024,135
2304103,Crateús - CE,2023,582
2304103,Crateús - CE,2024,624
2304202,Crato - CE,2023,872
2304202,Crato - CE,2024,954
2304236,Croatá - CE,2023,151
2304236,Croatá - CE,2024,135
2304251,Cruz - CE,2023,175
2304251,Cruz - CE,2024,207
2304269,Deputado Irapuan Pinheiro - CE,2023,76
2304269,Deputado Irapuan Pinheiro - CE,2024,61
2304277,Ereré - CE,2023,45
2304277,Ereré - CE,2024,49
2304285,Eusébio - CE,2023,346
2304285,Eusébio - CE,2024,380
2304301,Farias Brito - CE,2023,141
2304301,Farias Brito - CE,2024,142
2304350,Forquilha - CE,2023,176
2304350,Forquilha - CE,2024,153
2304400,Fortaleza - CE,2023,16075
2304400,Fortaleza - CE,2024,16697
2304459,Fortim - CE,2023,108
2304459,Fortim - CE,2024,116
2304509,Frecheirinha - CE,2023,103
2304509,Frecheirinha - CE,2024,122
2304608,General Sampaio - CE,2023,64
2304608,General Sampaio - CE,2024,56
2304657,Graça - CE,2023,151
2304657,Graça - CE,2024,141
2304707,Granja - CE,2023,329
2304707,Granja - CE,2024,342
2304806,Granjeiro - CE,2023,26
2304806,Granjeiro - CE,2024,26
2304905,Groaíras - CE,2023,112
2304905,Groaíras - CE,2024,111
2304954,Guaiúba - CE,2023,135
2304954,Guaiúba - CE,2024,146
2305001,Guaraciaba do Norte - CE,2023,282
2305001,Guaraciaba do Norte - CE,2024,291
2305100,Guaramiranga - CE,2023,45
2305100,Guaramiranga - CE,2024,47
2305209,Hidrolândia - CE,2023,123
2305209,Hidrolândia - CE,2024,162
2305233,Horizonte - CE,2023,385
2305233,Horizonte - CE,2024,414
2305266,Ibaretama - CE,2023,82
2305266,Ibaretama - CE,2024,107
2305308,Ibiapina - CE,2023,189
2305308,Ibiapina - CE,2024,181
2305332,Ibicuitinga - CE,2023,84
2305332,Ibicuitinga - CE,2024,102
2305357,Icapuí - CE,2023,129
2305357,Icapuí - CE,2024,139
2305407,Icó - CE,2023,493
2305407,Icó - CE,2024,482
2305506,Iguatu - CE,2023,753
2305506,Iguatu - CE,2024,735
2305605,Independência - CE,2023,207
2305605,Independência - CE,2024,195
2305654,Ipaporanga - CE,2023,99
2305654,Ipaporanga - CE,2024,107
2305704,Ipaumirim - CE,2023,86
2305704,Ipaumirim - CE,2024,78
2305803,Ipu - CE,2023,297
2305803,Ipu - CE,2024,335
2305902,Ipueiras - CE,2023,326
2305902,Ipueiras - CE,2024,343
2306009,Iracema - CE,2023,116
2306009,Iracema - CE,2024,114
2306108,Irauçuba - CE,2023,173
2306108,Irauçuba - CE,2024,146
2306207,Itaiçaba - CE,2023,59
2306207,Itaiçaba - CE,2024,72
2306256,Itaitinga - CE,2023,272
2306256,Itaitinga - CE,2024,285
2306306,Itapajé - CE,2023,318
2306306,Itapajé - CE,2024,313
2306405,Itapipoca - CE,2023,705
2306405,Itapipoca - CE,2024,722
2306504,Itapiúna - CE,2023,130
2306504,Itapiúna - CE,2024,134
2306553,Itarema - CE,2023,240
2306553,Itarema - CE,2024,296
2306603,Itatira - CE,2023,143
2306603,Itatira - CE,2024,134
2306702,Jaguaretama - CE,2023,127
2306702,Jaguaretama - CE,2024,133
2306801,Jaguaribara - CE,2023,68
2306801,Jaguaribara - CE,2024,73
2306900,Jaguaribe - CE,2023,280
2306900,Jaguaribe - CE,2024,293
2307007,Jaguaruana - CE,2023,218
2307007,Jaguaruana - CE,2024,211
2307106,Jardim - CE,2023,185
2307106,Jardim - CE,2024,216
2307205,Jati - CE,2023,54
2307205,Jati - CE,2024,54
2307254,Jijoca de Jericoacoara - CE,2023,129
2307254,Jijoca de Jericoacoara - CE,2024,134
2307304,Juazeiro do Norte - CE,2023,1833
2307304,Juazeiro do Norte - CE,2024,1880
2307403,Jucás - CE,2023,191
2307403,Jucás - CE,2024,194
2307502,Lavras da Mangabeira - CE,2023,239
2307502,Lavras da Mangabeira - CE,2024,225
2307601,Limoeiro do Norte - CE,2023,407
2307601,Limoeiro do Norte - CE,2024,429
2307635,Madalena - CE,2023,93
2307635,Madalena - CE,2024,113
2307650,Maracanaú - CE,2023,1381
2307650,Maracanaú - CE,2024,1516
2307700,Maranguape - CE,2023,678
2307700,Maranguape - CE,2024,742
2307809,Marco - CE,2023,189
2307809,Marco - CE,2024,156
2307908,Martinópole - CE,2023,59
2307908,Martinópole - CE,2024,69
2308005,Massapê - CE,2023,234
2308005,Massapê - CE,2024,272
2308104,Mauriti - CE,2023,295
2308104,Mauriti - CE,2024,296
2308203,Meruoca - CE,2023,87
2308203,Meruoca - CE,2024,107
2308302,Milagres - CE,2023,175
2308302,Milagres - CE,2024,205
2308351,Milhã - CE,2023,113
2308351,Milhã - CE,2024,115
2308377,Miraíma - CE,2023,74
2308377,Miraíma - CE,2024,66
2308401,Missão Velha - CE,2023,192
2308401,Missão Velha - CE,2024,198
2308500,Mombaça - CE,2023,273
2308500,Mombaça - CE,2024,331
2308609,Monsenhor Tabosa - CE,2023,122
2308609,Monsenhor Tabosa - CE,2024,109
2308708,Morada Nova - CE,2023,447
2308708,Morada Nova - CE,2024,507
2308807,Moraújo - CE,2023,47
2308807,Moraújo - CE,2024,52
2308906,Morrinhos - CE,2023,113
2308906,Morrinhos - CE,2024,144
2309003,Mucambo - CE,2023,119
2309003,Mucambo - CE,2024,136
2309102,Mulungu - CE,2023,64
2309102,Mulungu - CE,2024,58
2309201,Nova Olinda - CE,2023,105
2309201,Nova Olinda - CE,2024,127
2309300,Nova Russas - CE,2023,289
2309300,Nova Russas - CE,2024,298
2309409,Novo Oriente - CE,2023,226
2309409,Novo Oriente - CE,2024,224
2309458,Ocara - CE,2023,150
2309458,Ocara - CE,2024,162
2309508,Orós - CE,2023,192
2309508,Orós - CE,2024,228
2309607,Pacajus - CE,2023,424
2309607,Pacajus - CE,2024,455
2309706,Pacatuba - CE,2023,408
2309706,Pacatuba - CE,2024,435
2309805,Pacoti - CE,2023,75
2309805,Pacoti - CE,2024,64
2309904,Pacujá - CE,2023,54
2309904,Pacujá - CE,2024,54
2310001,Palhano - CE,2023,70
2310001,Palhano - CE,2024,70
2310100,Palmácia - CE,2023,57
2310100,Palmácia - CE,2024,77
2310209,Paracuru - CE,2023,250
2310209,Paracuru - CE,2024,271
2310258,Paraipaba - CE,2023,180
2310258,Paraipaba - CE,2024,200
2310308,Parambu - CE,2023,250
2310308,Parambu - CE,2024,245
2310407,Paramoti - CE,2023,89
2310407,Paramoti - CE,2024,90
2310506,Pedra Branca - CE,2023,317
2310506,Pedra Branca - CE,2024,338
2310605,Penaforte - CE,2023,63
2310605,Penaforte - CE,2024,77
2310704,Pentecoste - CE,2023,251
2310704,Pentecoste - CE,2024,233
2310803,Pereiro - CE,2023,108
2310803,Pereiro - CE,2024,115
2310852,Pindoretama - CE,2023,136
2310852,Pindoretama - CE,2024,166
2310902,Piquet Carneiro - CE,2023,148
2310902,Piquet Carneiro - CE,2024,115
2310951,Pires Ferreira - CE,2023,71
2310951,Pires Ferreira - CE,2024,63
2311009,Poranga - CE,2023,89
2311009,Poranga - CE,2024,110
2311108,Porteiras - CE,2023,134
2311108,Porteiras - CE,2024,124
2311207,Potengi - CE,2023,64
2311207,Potengi - CE,2024,69
2311231,Potiretama - CE,2023,39
2311231,Potiretama - CE,2024,55
2311264,Quiterianópolis - CE,2023,151
2311264,Quiterianópolis - CE,2024,153
2311306,Quixadá - CE,2023,579
2311306,Quixadá - CE,2024,564
2311355,Quixelô - CE,2023,142
2311355,Quixelô - CE,2024,112
2311405,Quixeramobim - CE,2023,487
2311405,Quixeramobim - CE,2024,470
2311504,Quixeré - CE,2023,130
2311504,Quixeré - CE,2024,145
2311603,Redenção - CE,2023,209
2311603,Redenção - CE,2024,205
2311702,Reriutaba - CE,2023,139
2311702,Reriutaba - CE,2024,145
2311801,Russas - CE,2023,432
2311801,Russas - CE,2024,467
2311900,Saboeiro - CE,2023,83
2311900,Saboeiro - CE,2024,104
2311959,Salitre - CE,2023,100
2311959,Salitre - CE,2024,98
2312007,Santana do Acaraú - CE,2023,170
2312007,Santana do Acaraú - CE,2024,170
2312106,Santana do Cariri - CE,2023,105
2312106,Santana do Cariri - CE,2024,99
2312205,Santa Quitéria - CE,2023,267
2312205,Santa Quitéria - CE,2024,274
2312304,São Benedito - CE,2023,393
2312304,São Benedito - CE,2024,398
2312403,São Gonçalo do Amarante - CE,2023,281
2312403,São Gonçalo do Amarante - CE,2024,352
2312502,São João do Jaguaribe - CE,2023,72
2312502,São João do Jaguaribe - CE,2024,66
2312601,São Luís do Curu - CE,2023,81
2312601,São Luís do Curu - CE,2024,80
2312700,Senador Pompeu - CE,2023,211
2312700,Senador Pompeu - CE,2024,228
2312809,Senador Sá - CE,2023,52
2312809,Senador Sá - CE,2024,44
2312908,Sobral - CE,2023,1158
2312908,Sobral - CE,2024,1240
2313005,Solonópole - CE,2023,136
2313005,Solonópole - CE,2024,162
2313104,Tabuleiro do Norte - CE,2023,217
2313104,Tabuleiro do Norte - CE,2024,238
2313203,Tamboril - CE,2023,208
2313203,Tamboril - CE,2024,183
2313252,Tarrafas - CE,2023,50
2313252,Tarrafas - CE,2024,47
2313302,Tauá - CE,2023,387
2313302,Tauá - CE,2024,446
2313351,Tejuçuoca - CE,2023,83
2313351,Tejuçuoca - CE,2024,101
2313401,Tianguá - CE,2023,497
2313401,Tianguá - CE,2024,495
2313500,Trairi - CE,2023,332
2313500,Trairi - CE,2024,367
2313559,Tururu - CE,2023,102
2313559,Tururu - CE,2024,113
2313609,Ubajara - CE,2023,226
2313609,Ubajara - CE,2024,228
2313708,Umari - CE,2023,62
2313708,Umari - CE,2024,73
2313757,Umirim - CE,2023,102
2313757,Umirim - CE,2024,100
2313807,Uruburetama - CE,2023,127
2313807,Uruburetama - CE,2024,143
2313906,Uruoca - CE,2023,74
2313906,Uruoca - CE,2024,68
2313955,Varjota - CE,2023,142
2313955,Varjota - CE,2024,153
2314003,Várzea Alegre - CE,2023,325
2314003,Várzea Alegre - CE,2024,320
2314102,Viçosa do Ceará - CE,2023,385
2314102,Viçosa do Ceará - CE,2024,376
