cod_ibge,municipio,ano,nascimentos
2305654,Ipaporanga - CE,2023,142
2305654,Ipaporanga - CE,2024,141
2305704,Ipaumirim - CE,2020,134
2305704,Ipaumirim - CE,2021,131
2305704,Ipaumirim - CE,2022,129
2305704,Ipaumirim - CE,2023,139
2305704,Ipaumirim - CE,2024,115
2305803,Ipu - CE,2020,674
2305803,Ipu - CE,2021,676
2305803,Ipu - CE,2022,593
2305803,Ipu - CE,2023,679
2305803,Ipu - CE,2024,688
2305902,Ipueiras - CE,2020,514
2305902,Ipueiras - CE,2021,470
2305902,Ipueiras - CE,2022,448
2305902,Ipueiras - CE,2023,442
2305902,Ipueiras - CE,2024,433
2306009,Iracema - CE,2020,179
2306009,Iracema - CE,2021,150
2306009,Iracema - CE,2022,145
2306009,Iracema - CE,2023,156
2306009,Iracema - CE,2024,124
2306108,Irauçuba - CE,2020,377
2306108,Irauçuba - CE,2021,398
2306108,Irauçuba - CE,2022,333
2306108,Irauçuba - CE,2023,381
2306108,Irauçuba - CE,2024,348
2306207,Itaiçaba - CE,2020,92
2306207,Itaiçaba - CE,2021,76
2306207,Itaiçaba - CE,2022,69
2306207,Itaiçaba - CE,2023,64
2306207,Itaiçaba - CE,2024,65
2306256,Itaitinga - CE,2020,712
2306256,Itaitinga - CE,2021,769
2306256,Itaitinga - CE,2022,754
2306256,Itaitinga - CE,2023,799
2306256,Itaitinga - CE,2024,813
2306306,Itapajé - CE,2020,667
2306306,Itapajé - CE,2021,655
2306306,Itapajé - CE,2022,580
2306306,Itapajé - CE,2023,571
2306306,Itapajé - CE,2024,572
2306405,Itapipoca - CE,2020,2026
2306405,Itapipoca - CE,2021,2066
2306405,Itapipoca - CE,2022,2000
2306405,Itapipoca - CE,2023,2020
2306405,Itapipoca - CE,2024,1831
2306504,Itapiúna - CE,2020,220
2306504,Itapiúna - CE,2021,234
2306504,Itapiúna - CE,2022,191
2306504,Itapiúna - CE,2023,179
2306504,Itapiúna - CE,2024,164
2306553,Itarema - CE,2020,787
2306553,Itarema - CE,2021,704
2306553,Itarema - CE,2022,640
2306553,Itarema - CE,2023,655
2306553,Itarema - CE,2024,636
2306603,Itatira - CE,2020,287
2306603,Itatira - CE,2021,271
2306603,Itatira - CE,2022,258
2306603,Itatira - CE,2023,246
2306603,Itatira - CE,2024,205
2306702,Jaguaretama - CE,2020,219
2306702,Jaguaretama - CE,2021,219
2306702,Jaguaretama - CE,2022,203
2306702,Jaguaretama - CE,2023,194
2306702,Jaguaretama - CE,2024,197
2306801,Jaguaribara - CE,2020,145
2306801,Jaguaribara - CE,2021,117
2306801,Jaguaribara - CE,2022,126
2306801,Jaguaribara - CE,2023,109
2306801,Jaguaribara - CE,2024,110
2306900,Jaguaribe - CE,2020,417
2306900,Jaguaribe - CE,2021,390
2306900,Jaguaribe - CE,2022,368
2306900,Jaguaribe - CE,2023,358
2306900,Jaguaribe - CE,2024,332
2307007,Jaguaruana - CE,2020,337
2307007,Jaguaruana - CE,2021,357
2307007,Jaguaruana - CE,2022,296
2307007,Jaguaruana - CE,2023,332
2307007,Jaguaruana - CE,2024,248
2307106,Jardim - CE,2020,435
2307106,Jardim - CE,2021,389
2307106,Jardim - CE,2022,345
2307106,Jardim - CE,2023,402
2307106,Jardim - CE,2024,359
2307205,Jati - CE,2020,117
2307205,Jati - CE,2021,89
2307205,Jati - CE,2022,97
2307205,Jati - CE,2023,103
2307205,Jati - CE,2024,87
2307254,Jijoca de Jericoacoara - CE,2020,334
2307254,Jijoca de Jericoacoara - CE,2021,357
2307254,Jijoca de Jericoacoara - CE,2022,430
2307254,Jijoca de Jericoacoara - CE,2023,468
2307254,Jijoca de Jericoacoara - CE,2024,445
2307304,Juazeiro do Norte - CE,2020,3305
2307304,Juazeiro do Norte - CE,2021,3923
2307304,Juazeiro do Norte - CE,2022,3689
2307304,Juazeiro do Norte - CE,2023,3787
2307304,Juazeiro do Norte - CE,2024,3655
2307403,Jucás - CE,2020,286
2307403,Jucás - CE,2021,321
2307403,Jucás - CE,2022,304
2307403,Jucás - CE,2023,309
2307403,Jucás - CE,2024,274
2307502,Lavras da Mangabeira - CE,2020,343
2307502,Lavras da Mangabeira - CE,2021,348
2307502,Lavras da Mangabeira - CE,2022,295
2307502,Lavras da Mangabeira - CE,2023,320
2307502,Lavras da Mangabeira - CE,2024,277
2307601,Limoeiro do Norte - CE,2020,715
2307601,Limoeiro do Norte - CE,2021,675
2307601,Limoeiro do Norte - CE,2022,650
2307601,Limoeiro do Norte - CE,2023,646
2307601,Limoeiro do Norte - CE,2024,602
2307635,Madalena - CE,2020,196
2307635,Madalena - CE,2021,217
2307635,Madalena - CE,2022,183
2307635,Madalena - CE,2023,211
2307635,Madalena - CE,2024,159
2307650,Maracanaú - CE,2020,3706
2307650,Maracanaú - CE,2021,3638
2307650,Maracanaú - CE,2022,3381
2307650,Maracanaú - CE,2023,3375
2307650,Maracanaú - CE,2024,3188
2307700,Maranguape - CE,2020,1276
2307700,Maranguape - CE,2021,1241
2307700,Maranguape - CE,2022,1228
2307700,Maranguape - CE,2023,1257
2307700,Maranguape - CE,2024,1181
2307809,Marco - CE,2020,548
2307809,Marco - CE,2021,518
2307809,Marco - CE,2022,531
2307809,Marco - CE,2023,550
2307809,Marco - CE,2024,488
2307908,Martinópole - CE,2020,182
2307908,Martinópole - CE,2021,177
2307908,Martinópole - CE,2022,185
2307908,Martinópole - CE,2023,150
2307908,Martinópole - CE,2024,153
2308005,Massapê - CE,2020,588
2308005,Massapê - CE,2021,530
2308005,Massapê - CE,2022,504
2308005,Massapê - CE,2023,484
2308005,Massapê - CE,2024,419
2308104,Mauriti - CE,2020,638
2308104,Mauriti - CE,2021,706
2308104,Mauriti - CE,2022,657
2308104,Mauriti - CE,2023,616
2308104,Mauriti - CE,2024,593
2308203,Meruoca - CE,2020,198
2308203,Meruoca - CE,2021,207
2308203,Meruoca - CE,2022,163
2308203,Meruoca - CE,2023,175
2308203,Meruoca - CE,2024,189
2308302,Milagres - CE,2020,330
2308302,Milagres - CE,2021,336
2308302,Milagres - CE,2022,345
2308302,Milagres - CE,2023,302
2308302,Milagres - CE,2024,302
2308351,Milhã - CE,2020,146
2308351,Milhã - CE,2021,150
2308351,Milhã - CE,2022,146
2308351,Milhã - CE,2023,136
2308351,Milhã - CE,2024,162
2308377,Miraíma - CE,2020,170
2308377,Miraíma - CE,2021,160
2308377,Miraíma - CE,2022,137
2308377,Miraíma - CE,2023,145
2308377,Miraíma - CE,2024,106
2308401,Missão Velha - CE,2020,588
2308401,Missão Velha - CE,2021,603
2308401,Missão Velha - CE,2022,561
2308401,Missão Velha - CE,2023,529
2308401,Missão Velha - CE,2024,469
2308500,Mombaça - CE,2020,490
2308500,Mombaça - CE,2021,477
2308500,Mombaça - CE,2022,448
2308500,Mombaça - CE,2023,427
2308500,Mombaça - CE,2024,419
2308609,Monsenhor Tabosa - CE,2020,215
2308609,Monsenhor Tabosa - CE,2021,224
2308609,Monsenhor Tabosa - CE,2022,185
2308609,Monsenhor Tabosa - CE,2023,183
2308609,Monsenhor Tabosa - CE,2024,180
2308708,Morada Nova - CE,2020,682
2308708,Morada Nova - CE,2021,729
2308708,Morada Nova - CE,2022,681
2308708,Morada Nova - CE,2023,695
2308708,Morada Nova - CE,2024,612
2308807,Moraújo - CE,2020,118
2308807,Moraújo - CE,2021,118
2308807,Moraújo - CE,2022,133
2308807,Moraújo - CE,2023,125
2308807,Moraújo - CE,2024,96
2308906,Morrinhos - CE,2020,333
2308906,Morrinhos - CE,2021,345
2308906,Morrinhos - CE,2022,313
2308906,Morrinhos - CE,2023,338
2308906,Morrinhos - CE,2024,335
2309003,Mucambo - CE,2020,163
2309003,Mucambo - CE,2021,167
2309003,Mucambo - CE,2022,180
2309003,Mucambo - CE,2023,162
2309003,Mucambo - CE,2024,136
2309102,Mulungu - CE,2020,154
2309102,Mulungu - CE,2021,169
2309102,Mulungu - CE,2022,124
2309102,Mulungu - CE,2023,122
2309102,Mulungu - CE,2024,117
2309201,Nova Olinda - CE,2020,261
2309201,Nova Olinda - CE,2021,241
2309201,Nova Olinda - CE,2022,231
2309201,Nova Olinda - CE,2023,241
2309201,Nova Olinda - CE,2024,191
2309300,Nova Russas - CE,2020,364
2309300,Nova Russas - CE,2021,400
2309300,Nova Russas - CE,2022,339
2309300,Nova Russas - CE,2023,357
2309300,Nova Russas - CE,2024,333
2309409,Novo Oriente - CE,2020,323
2309409,Novo Oriente - CE,2021,352
2309409,Novo Oriente - CE,2022,308
2309409,Novo Oriente - CE,2023,324
2309409,Novo Oriente - CE,2024,293
2309458,Ocara - CE,2020,281
2309458,Ocara - CE,2021,275
2309458,Ocara - CE,2022,255
2309458,Ocara - CE,2023,247
2309458,Ocara - CE,2024,239
2309508,Orós - CE,2020,200
2309508,Orós - CE,2021,227
2309508,Orós - CE,2022,230
2309508,Orós - CE,2023,191
2309508,Orós - CE,2024,170
2309607,Pacajus - CE,2020,960
2309607,Pacajus - CE,2021,1000
2309607,Pacajus - CE,2022,900
2309607,Pacajus - CE,2023,844
2309607,Pacajus - CE,2024,807
2309706,Pacatuba - CE,2020,995
2309706,Pacatuba - CE,2021,1110
2309706,Pacatuba - CE,2022,1022
2309706,Pacatuba - CE,2023,1043
2309706,Pacatuba - CE,2024,938
2309805,Pacoti - CE,2020,142
2309805,Pacoti - CE,2021,141
2309805,Pacoti - CE,2022,130
2309805,Pacoti - CE,2023,139
2309805,Pacoti - CE,2024,141
2309904,Pacujá - CE,2020,79
2309904,Pacujá - CE,2021,71
2309904,Pacujá - CE,2022,75
2309904,Pacujá - CE,2023,50
2309904,Pacujá - CE,2024,62
2310001,Palhano - CE,2020,120
2310001,Palhano - CE,2021,102
2310001,Palhano - CE,2022,95
2310001,Palhano - CE,2023,96
2310001,Palhano - CE,2024,66
2310100,Palmácia - CE,2020,122
2310100,Palmácia - CE,2021,117
2310100,Palmácia - CE,2022,97
2310100,Palmácia - CE,2023,102
2310100,Palmácia - CE,2024,93
2310209,Paracuru - CE,2020,581
2310209,Paracuru - CE,2021,565
2310209,Paracuru - CE,2022,562
2310209,Paracuru - CE,2023,519
2310209,Paracuru - CE,2024,428
2310258,Paraipaba - CE,2020,453
2310258,Paraipaba - CE,2021,418
2310258,Paraipaba - CE,2022,436
2310258,Paraipaba - CE,2023,425
2310258,Paraipaba - CE,2024,411
2310308,Parambu - CE,2020,397
2310308,Parambu - CE,2021,441
2310308,Parambu - CE,2022,422
2310308,Parambu - CE,2023,416
2310308,Parambu - CE,2024,379
2310407,Paramoti - CE,2020,138
2310407,Paramoti - CE,2021,111
2310407,Paramoti - CE,2022,130
2310407,Paramoti - CE,2023,125
2310407,Paramoti - CE,2024,119
2310506,Pedra Branca - CE,2020,455
2310506,Pedra Branca - CE,2021,470
2310506,Pedra Branca - CE,2022,397
2310506,Pedra Branca - CE,2023,425
2310506,Pedra Branca - CE,2024,418
2310605,Penaforte - CE,2020,189
2310605,Penaforte - CE,2021,179
2310605,Penaforte - CE,2022,134
2310605,Penaforte - CE,2023,134
2310605,Penaforte - CE,2024,158
2310704,Pentecoste - CE,2020,553
2310704,Pentecoste - CE,2021,499
2310704,Pentecoste - CE,2022,466
2310704,Pentecoste - CE,2023,470
2310704,Pentecoste - CE,2024,432
2310803,Pereiro - CE,2020,193
2310803,Pereiro - CE,2021,213
2310803,Pereiro - CE,2022,178
2310803,Pereiro - CE,2023,196
2310803,Pereiro - CE,2024,175
2310852,Pindoretama - CE,2020,344
2310852,Pindoretama - CE,2021,357
2310852,Pindoretama - CE,2022,296
2310852,Pindoretama - CE,2023,339
2310852,Pindoretama - CE,2024,293
2310902,Piquet Carneiro - CE,2020,118
2310902,Piquet Carneiro - CE,2021,163
2310902,Piquet Carneiro - CE,2022,134
2310902,Piquet Carneiro - CE,2023,132
2310902,Piquet Carneiro - CE,2024,138
2310951,Pires Ferreira - CE,2020,93
2310951,Pires Ferreira - CE,2021,100
2310951,Pires Ferreira - CE,2022,104
2310951,Pires Ferreira - CE,2023,71
2310951,Pires Ferreira - CE,2024,87
2311009,Poranga - CE,2020,163
2311009,Poranga - CE,2021,150
2311009,Poranga - CE,2022,127
2311009,Poranga - CE,2023,135
2311009,Poranga - CE,2024,114
2311108,Porteiras - CE,2020,232
2311108,Porteiras - CE,2021,256
2311108,Porteiras - CE,2022,256
2311108,Porteiras - CE,2023,225
2311108,Porteiras - CE,2024,228
2311207,Potengi - CE,2020,105
2311207,Potengi - CE,2021,135
2311207,Potengi - CE,2022,98
2311207,Potengi - CE,2023,107
2311207,Potengi - CE,2024,102
2311231,Potiretama - CE,2020,72
2311231,Potiretama - CE,2021,84
2311231,Potiretama - CE,2022,86
2311231,Potiretama - CE,2023,80
2311231,Potiretama - CE,2024,69
2311264,Quiterianópolis - CE,2020,226
2311264,Quiterianópolis - CE,2021,235
2311264,Quiterianópolis - CE,2022,233
2311264,Quiterianópolis - CE,2023,213
2311264,Quiterianópolis - CE,2024,220
2311306,Quixadá - CE,2020,1216
2311306,Quixadá - CE,2021,1186
2311306,Quixadá - CE,2022,1204
2311306,Quixadá - CE,2023,1146
2311306,Quixadá - CE,2024,1122
2311355,Quixelô - CE,2020,187
2311355,Quixelô - CE,2021,182
2311355,Quixelô - CE,2022,175
2311355,Quixelô - CE,2023,152
2311355,Quixelô - CE,2024,150
2311405,Quixeramobim - CE,2020,1087
2311405,Quixeramobim - CE,2021,1103
2311405,Quixeramobim - CE,2022,1062
2311405,Quixeramobim - CE,2023,1071
2311405,Quixeramobim - CE,2024,963
2311504,Quixeré - CE,2020,274
2311504,Quixeré - CE,2021,248
2311504,Quixeré - CE,2022,268
2311504,Quixeré - CE,2023,268
2311504,Quixeré - CE,2024,222
2311603,Redenção - CE,2020,423
2311603,Redenção - CE,2021,394
2311603,Redenção - CE,2022,325
2311603,Redenção - CE,2023,360
2311603,Redenção - CE,2024,333
2311702,Reriutaba - CE,2020,226
2311702,Reriutaba - CE,2021,260
2311702,Reriutaba - CE,2022,219
2311702,Reriutaba - CE,2023,232
2311702,Reriutaba - CE,2024,222
2311801,Russas - CE,2020,899
2311801,Russas - CE,2021,910
2311801,Russas - CE,2022,877
2311801,Russas - CE,2023,793
2311801,Russas - CE,2024,751
2311900,Saboeiro - CE,2020,175
2311900,Saboeiro - CE,2021,202
2311900,Saboeiro - CE,2022,155
2311900,Saboeiro - CE,2023,179
2311900,Saboeiro - CE,2024,144
2311959,Salitre - CE,2020,278
2311959,Salitre - CE,2021,358
2311959,Salitre - CE,2022,317
2311959,Salitre - CE,2023,309
2311959,Salitre - CE,2024,288
2312007,Santana do Acaraú - CE,2020,412
2312007,Santana do Acaraú - CE,2021,393
2312007,Santana do Acaraú - CE,2022,387
2312007,Santana do Acaraú - CE,2023,373
2312007,Santana do Acaraú - CE,2024,365
2312106,Santana do Cariri - CE,2020,224
2312106,Santana do Cariri - CE,2021,244
2312106,Santana do Cariri - CE,2022,218
2312106,Santana do Cariri - CE,2023,209
2312106,Santana do Cariri - CE,2024,196
2312205,Santa Quitéria - CE,2020,544
2312205,Santa Quitéria - CE,2021,484
2312205,Santa Quitéria - CE,2022,462
2312205,Santa Quitéria - CE,2023,433
2312205,Santa Quitéria - CE,2024,412
2312304,São Benedito - CE,2020,770
2312304,São Benedito - CE,2021,738
2312304,São Benedito - CE,2022,759
2312304,São Benedito - CE,2023,678
2312304,São Benedito - CE,2024,641
2312403,São Gonçalo do Amarante - CE,2020,811
2312403,São Gonçalo do Amarante - CE,2021,833
2312403,São Gonçalo do Amarante - CE,2022,812
2312403,São Gonçalo do Amarante - CE,2023,856
2312403,São Gonçalo do Amarante - CE,2024,774
2312502,São João do Jaguaribe - CE,2020,59
2312502,São João do Jaguaribe - CE,2021,49
2312502,São João do Jaguaribe - CE,2022,32
2312502,São João do Jaguaribe - CE,2023,42
2312502,São João do Jaguaribe - CE,2024,34
2312601,São Luís do Curu - CE,2020,153
2312601,São Luís do Curu - CE,2021,147
2312601,São Luís do Curu - CE,2022,117
2312601,São Luís do Curu - CE,2023,85
2312601,São Luís do Curu - CE,2024,89
2312700,Senador Pompeu - CE,2020,281
2312700,Senador Pompeu - CE,2021,291
2312700,Senador Pompeu - CE,2022,263
2312700,Senador Pompeu - CE,2023,249
2312700,Senador Pompeu - CE,2024,225
2312809,Senador Sá - CE,2020,113
2312809,Senador Sá - CE,2021,108
2312809,Senador Sá - CE,2022,103
2312809,Senador Sá - CE,2023,119
2312809,Senador Sá - CE,2024,105
2312908,Sobral - CE,2020,2744
2312908,Sobral - CE,2021,2793
2312908,Sobral - CE,2022,2749
2312908,Sobral - CE,2023,2727
2312908,Sobral - CE,2024,2451
2313005,Solonópole - CE,2020,161
2313005,Solonópole - CE,2021,213
2313005,Solonópole - CE,2022,161
2313005,Solonópole - CE,2023,177
2313005,Solonópole - CE,2024,151
2313104,Tabuleiro do Norte - CE,2020,369
2313104,Tabuleiro do Norte - CE,2021,355
2313104,Tabuleiro do Norte - CE,2022,320
2313104,Tabuleiro do Norte - CE,2023,314
2313104,Tabuleiro do Norte - CE,2024,302
2313203,Tamboril - CE,2020,310
2313203,Tamboril - CE,2021,329
2313203,Tamboril - CE,2022,331
2313203,Tamboril - CE,2023,286
2313203,Tamboril - CE,2024,254
2313252,Tarrafas - CE,2020,100
2313252,Tarrafas - CE,2021,89
2313252,Tarrafas - CE,2022,77
2313252,Tarrafas - CE,2023,79
2313252,Tarrafas - CE,2024,65
2313302,Tauá - CE,2020,724
2313302,Tauá - CE,2021,760
2313302,Tauá - CE,2022,691
2313302,Tauá - CE,2023,615
2313302,Tauá - CE,2024,681
2313351,Tejuçuoca - CE,2020,257
2313351,Tejuçuoca - CE,2021,229
2313351,Tejuçuoca - CE,2022,253
2313351,Tejuçuoca - CE,2023,199
2313351,Tejuçuoca - CE,2024,214
2313401,Tianguá - CE,2020,1390
2313401,Tianguá - CE,2021,1432
2313401,Tianguá - CE,2022,1373
2313401,Tianguá - CE,2023,1397
2313401,Tianguá - CE,2024,1359
2313500,Trairi - CE,2020,830
2313500,Trairi - CE,2021,828
2313500,Trairi - CE,2022,818
2313500,Trairi - CE,2023,845
2313500,Trairi - CE,2024,811
2313559,Tururu - CE,2020,244
2313559,Tururu - CE,2021,262
2313559,Tururu - CE,2022,253
2313559,Tururu - CE,2023,262
2313559,Tururu - CE,2024,188
2313609,Ubajara - CE,2020,507
2313609,Ubajara - CE,2021,492
2313609,Ubajara - CE,2022,459
2313609,Ubajara - CE,2023,498
2313609,Ubajara - CE,2024,474
2313708,Umari - CE,2020,83
2313708,Umari - CE,2021,85
2313708,Umari - CE,2022,73
2313708,Umari - CE,2023,65
2313708,Umari - CE,2024,63
2313757,Umirim - CE,2020,282
2313757,Umirim - CE,2021,233
2313757,Umirim - CE,2022,260
2313757,Umirim - CE,2023,228
2313757,Umirim - CE,2024,218
2313807,Uruburetama - CE,2020,339
2313807,Uruburetama - CE,2021,325
2313807,Uruburetama - CE,2022,316
2313807,Uruburetama - CE,2023,293
2313807,Uruburetama - CE,2024,286
2313906,Uruoca - CE,2020,162
2313906,Uruoca - CE,2021,163
2313906,Uruoca - CE,2022,166
2313906,Uruoca - CE,2023,143
2313906,Uruoca - CE,2024,145
2313955,Varjota - CE,2020,257
2313955,Varjota - CE,2021,249
2313955,Varjota - CE,2022,241
2313955,Varjota - CE,2023,209
2313955,Varjota - CE,2024,217
2314003,Várzea Alegre - CE,2020,455
2314003,Várzea Alegre - CE,2021,441
2314003,Várzea Alegre - CE,2022,400
2314003,Várzea Alegre - CE,2023,431
2314003,Várzea Alegre - CE,2024,379
2314102,Viçosa do Ceará - CE,2020,989
2314102,Viçosa do Ceará - CE,2021,974
2314102,Viçosa do Ceará - CE,2022,861
2314102,Viçosa do Ceará - CE,2023,835
2314102,Viçosa do Ceará - CE,2024,848
